|PK|NOMBRE|DESCRIPCION-ENTIDAD|HORARIO|EQUIPAMIENTO|TRANSPORTE|DESCRIPCION|ACCESIBILIDAD|CONTENT-URL|NOMBRE-VIA|CLASE-VIAL|TIPO-NUM|NUM|PLANTA|PUERTA|ESCALERAS|ORIENTACION|LOCALIDAD|PROVINCIA|CODIGO-POSTAL|COD-BARRIO|BARRIO|COD-DISTRITO|DISTRITO|COORDENADA-X|COORDENADA-Y|LATITUD|LONGITUD|TELEFONO|FAX|EMAIL|TIPO|Unnamed: 32|Longitude|Latitude
143|8907|Centro de Salud Mental Tetuán||Consultal telefónicamente.||Metro: Cuatro Caminos (líneas 1, 2 y 6), Nuevos Ministerios (línea 6, 8 y 10).  Cercanías Renfe: Nuevos Ministerios (líneas C1, C2, C4, C7, C10 y Regional).  Bus: 149, C1.  Bicimad: Estación 133 (calle Raimundo Fernández Villaverde, 33).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd8b224e0d61c010VgnVCM1000000b205a0aRCRD|MAUDES|CALLE|V|32.0|||||MADRID|MADRID|28003.0|5.0|RIOS ROSAS|7.0|CHAMBERI|440674.0|4477400.0|40.445138654454674|-3.6995723396585602|915 347 363 / 915 349 920|915 886 652||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSaludMental| |-3.6995728000918064|40.44513756956009
144|8914|Centro de Salud Mental Usera||Consultar telefónicamente.||Metro: Almendrales (línea 3).  Bus: 78, 6.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40ab224e0d61c010VgnVCM1000000b205a0aRCRD|VISITACION|CALLE|V|5.0|2.ª||||MADRID|MADRID|28026.0|4.0|ALMENDRALES|12.0|USERA|440437.0|4470393.0|40.38200571669768|-3.701706409130295|915 001 015|915 000 776|csmusera@salud.madrid.org|/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSaludMental| |-3.7017112792045035|40.38199820856786
145|6566703|Centro de Salud Mental Vicálvaro||Consultar telefónicamente.||Metro: Vicálvaro (línea 9).  Bus: 100, 106, 4, 130, E3, E5.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=58629a368c3c9310VgnVCM2000000c205a0aRCRD|CALAHORRA|CALLE|V|11.0||||BIS|MADRID|MADRID|28032.0||AMBROZ||VICALVARO|448008.0|4473095.0|40.406847513994755|-3.6127431819124416|917 753 260 / 917 753 262|917 753 261||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSaludMental| |-3.6127431770980936|40.40684644946349
146|5562302|Centro de Salud Mental Villa de Vallecas||Consultar telefónicamente.||Metro: Miguel Hernández (línea 1).  Bus: 144, 54, 103, 142, 143, 58.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fa0891b0ed86210VgnVCM2000000c205a0aRCRD|SAN CLAUDIO|CALLE|V|154.0|||||MADRID|MADRID|28038.0|4.0|PALOMERAS SURESTE|13.0|PUENTE DE VALLECAS|445757.0|4471100.0|40.38873603947052|-3.639099814383497|913 909 953 / 913 909 877|913 909 953||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSaludMental| |-3.6391004701728935|40.38873062935557
147|176345|Centro de Salud Mirasierra|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Mirasierra (línea 9).  Bus: 49, 64.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03fb4b6faa61c010VgnVCM1000000b205a0aRCRD|MIRADOR DE LA REINA|CALLE|V|117.0|||||MADRID|MADRID|28035.0|7.0|MIRASIERRA|8.0|FUENCARRAL-EL PARDO|439100.0|4482469.0|40.4906929430149|-3.718615020748678|913 767 451|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.7186186169608266|40.4906871539134
148|8955|Centro de Salud Monóvar|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Hortaleza (línea 4).  Bus: 129, 29, 7, 172.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=950c4b6faa61c010VgnVCM1000000b205a0aRCRD|MONOVAR|CALLE|V|11.0|||||MADRID|MADRID|28033.0|5.0|APOSTOL SANTIAGO|16.0|HORTALEZA|444332.0|4480963.0|40.4774962154136|-3.65674604298465|913 839 535|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.656752921535177|40.477487796963715
149|10759241|Centro de Salud Montesa|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Manuel Becerra (líneas 2 y 6), Lista (línea 4), Diego de León (líneas 4, 5 y 6).  Bus: 12, 210, 43, 48, 56, C1, 1, 74.  Bicimad: Estaciones 145 (calle Ortega y Gasset, 87) y 192 (avenida de los Toreros, 3).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bc3c855a64315610VgnVCM2000001f4a900aRCRD|MONTESA|CALLE|V|38.0|||||MADRID|MADRID|28006.0|5.0|LISTA|4.0|SALAMANCA|442999.0|4475775.0|40.43066819867429|-3.672008133361961|913 090 864|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6720124279256336|40.430661415909654
150|9025|Centro de Salud Nuestra Señora de Fátima|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Eugenia de Montijo (línea 5).  Bus: 35, 34.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba2c4b6faa61c010VgnVCM1000000b205a0aRCRD|NUESTRA SEÑORA DE FATIMA|AVENIDA|V|93.0|||||MADRID|MADRID|28047.0|4.0|VISTA ALEGRE|11.0|CARABANCHEL|436437.0|4470112.0|40.37917767813206|-3.74879323050868|915 255 643|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.7488035266808675|40.37917130407412
151|8947|Centro de Salud Numancia|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Bus: 141.  Bicimad: Estación 225 (calle Sierra Toledana, 33).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d3c4b6faa61c010VgnVCM1000000b205a0aRCRD|PUERTO DE COTOS|CALLE|V|2.0|||||MADRID|MADRID|28038.0|6.0|NUMANCIA|13.0|PUENTE DE VALLECAS|444153.0|4472586.0|40.402013332292434|-3.6581224850614737|913 287 410|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6581282406695643|40.40201140659829
152|9034|Centro de Salud Núñez Morgado|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Plaza de Castilla (líneas 1, 9 y 10), Chamartín (1, 10).  Bus: 5, 66, 107, 129, 174, 70.  Cercanías Renfe: Chamartín (líneas C1, C2, C3a, C4, C4a,C4b, C7, C8, C10, Regional).  Bicimad: Estación 252 (calle Rodríguez Jaen, 40).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=df4c4b6faa61c010VgnVCM1000000b205a0aRCRD|NU&amp;Ntilde;EZ MORGADO|CALLE|V|4.0|||||MADRID|MADRID|28036.0|6.0|CASTILLA|5.0|CHAMARTIN|441901.0|4479972.0|40.46839867258803|-3.6853320621425216|913 143 151|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6853403891658814|40.46839393752219
153|17954|Centro de Salud Orcasitas|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Bus: 116, 121, 131, 6, 60, 78, 81.  Bicimad: Estación 386 (avenida de los Poblados, 130).|Este Centro de Salud presta atención continuada como centro de continuidad de cuidados de enfermería sábados, domingos y festivos de 9 a 21 horas.|3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d321e35bba51c010VgnVCM2000000c205a0aRCRD|CESTONA|CALLE|V|3.0|||||MADRID|MADRID|28041.0|1.0|ORCASITAS|12.0|USERA|439381.0|4469367.0|40.372685961590804|-3.714042983849146|913 412 009|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.714053515079792|40.372679318890064
154|10759192|Centro de Salud Orcasur|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Bus: 116, 76.   Cercanías Renfe: Orcasitas (línea C5).  Bicimad: Estación 397 (calle de Moreja, 30).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b665dfe18de05610VgnVCM1000001d4a900aRCRD|ARENAS DEL REY|CALLE|V|1.0|||||MADRID|MADRID|28041.0|2.0|ORCASUR|12.0|USERA|440513.0|4468541.0|40.36532653890692|-3.700633690827|913 171 103|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.7006431613710085|40.36531981375355
155|9000|Centro de Salud Pacífico|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Conde de Casal (línea 6), Menéndez Pelayo (línea 1).  Bus: 14, 32, 152, 26, 63, C2, 10, C1.  Bicimad: Estaciones 75 (avenida Menéndez Pelayo con calle Poeta Esteban Villegas), 76 (avenida del Mediterráneo, 19).  Aparcamiento: Reyes Magos (35) plaza Reyes Magos.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f47c4b6faa61c010VgnVCM1000000b205a0aRCRD|REYES MAGOS|CALLE|V|21.0|||||MADRID|MADRID|28007.0|6.0|NIÑO JESUS|3.0|RETIRO|442553.0|4473260.0|40.4079773332344|-3.6770349225146175|915 017 065|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.677043024192564|40.40797431177527
156|9058|Centro de Salud Palma Norte|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Noviciado (línea 2), San Bernardo (líneas 2 y 4).  Bus: 147, 3, 002.  Bicimad: Estación 15 (calle Norte, 8).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=26254b6faa61c010VgnVCM1000000b205a0aRCRD|PALMA|CALLE|V|59.0|||||MADRID|MADRID|28015.0|5.0|UNIVERSIDAD|1.0|CENTRO|439995.0|4475350.0|40.42662792566756|-3.7073744135613427|915 214 578|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.7073854281368486|40.42662155092669
157|8997|Centro de Salud Párroco Julio Morate|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Delicias (línea 3).  Bus: 148, 6, 78, 59, 85, 19, 247, 45, 47, 8, 86.  Cercanías Renfe: Delicias (líneas C1 y C10).  Bicimad: Estación 175 (Jaime el Conquistador, 30).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=878c4b6faa61c010VgnVCM1000000b205a0aRCRD|PARROCO JULIO MORATE|CALLE|V|3.0|||||MADRID|MADRID|28045.0|3.0|CHOPERA|2.0|ARGANZUELA|440687.0|4472079.0|40.397204954783675|-3.6989230092402368|914 736 822|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.698923239301345|40.39720441182102
158|8972|Centro de Salud Pascual Rodríguez|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Lucero (línea 6).  Bus: 138, 31.  Bicimad: Estación 324 (calle de las Higueras, 49).|La libre elección de este centro se realiza en el Centro de Salud Lucero.|3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a9c4b6faa61c010VgnVCM1000000b205a0aRCRD|PASCUAL RODRIGUEZ|CALLE|V|21.0|||||MADRID|MADRID|28011.0|3.0|LUCERO|10.0|LATINA|436928.0|4473075.0|40.40590433755538|-3.743305119490932|914 646 445|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.743313209960484|40.40590059080698
159|10759171|Centro de Salud Paseo Imperial|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Pirámides (línea 5).  Bus: 23, 35, 18, 36, 62, 116, 118, 119, 34.  Cercanías Renfe: Pirámides (líneas C1 y C10).  Bicimad: Estación 169 (calle Toledo, 181).|Este Centro de Salud presta atención continuada como centro de atención continuada médica de lunes a viernes de 21 a 8 horas y los sábados, domingos y festivos 24 horas.|3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8762dfe18de05610VgnVCM1000001d4a900aRCRD|TOLEDO|CALLE|V|180.0|||||MADRID|MADRID|28005.0|1.0|IMPERIAL|2.0|ARGANZUELA|439381.0|4472578.0|40.4016064809333|-3.7143483544427744|913 640 762|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.714359068888041|40.401605602894584
160|8946|Centro de Salud Pavones|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Pavones (línea 9).  Bus: 71, 8, E4, 30.  Bicimad: Estación 455 (calle Luis de Hoyos Sainz, 198).|Este Centro de Salud presta atención continuada como centro de continuidad de cuidados de enfermería de lunes a viernes de 21 a 8 horas y los sábados, domingos y festivos 24 horas.|3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3fbc4b6faa61c010VgnVCM1000000b205a0aRCRD|HACIENDA DE PAVONES|CALLE|V|271.0|||||MADRID|MADRID|28030.0|1.0|PAVONES|14.0|MORATALAZ|446612.0|4472260.0|40.39924072095547|-3.629114452944665|913 016 261|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6291245421613856|40.39923589021528
161|8948|Centro de Salud Peña Prieta|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Puente de Vallecas (línea 1).  Bus: 113, 141, 8, 111, 58, 37, 56, 148, 10, 24, 310, 136, 54, 57.  Bicimad: Estación 179 (avenida de la Albufera, 6).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c1dc4b6faa61c010VgnVCM1000000b205a0aRCRD|ALTOS DE CABREJAS|CALLE|V|4.0|||||MADRID|MADRID|28038.0|6.0|NUMANCIA|13.0|PUENTE DE VALLECAS|443318.0|4472205.0|40.39852664138467|-3.667925760509315|915 014 040|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas| |-3.6679337347419234|40.398522720388776
162|8983|Centro de Salud Potes|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Bus: 76.  Cercanías Renfe: Puente Alcocer (línea C5).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6fc4b6faa61c010VgnVCM1000000b205a0aRCRD|POTES|CALLE|V|2.0|||||MADRID|MADRID|28021.0|1.0|VILLAVERDE ALTO C.H.|17.0|VILLAVERDE|439735.0|4466933.0|40.35078563178957|-3.7096451990699215|917 954 561|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.7096539526577974|40.35077818955631
163|64009|Centro de Salud Potosí|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Colombia (líneas 8 y 9).  Bus: 14, 11, 40, 16, 29, 51, 7.  Bicimad: Estación 160 (calle Colombia, 7).  Aparcamiento: República Dominicana (61) plaza República Dominicana calle Costa Rica y calle Alberto Alcocer.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6873598d1351c010VgnVCM1000000b205a0aRCRD|POTOSI|CALLE|V|7.0|||||MADRID|MADRID|28016.0|4.0|HISPANOAMERICA|5.0|CHAMARTIN|442401.0|4478719.0|40.45714920654612|-3.679326743102797|914 570 976|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6793290210076046|40.45714117413153
164|9035|Centro de Salud Príncipe de Vergara|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro : Avenida de América (líneas 4, 6, 7 y 9).  Bus: 29, 52, C2, 73, C1, 9.  Bicimad: Estación 194 (Francisco Silvela, 86).  Aparcamiento: América (16) avenida de América (intercambiador).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=790d4b6faa61c010VgnVCM1000000b205a0aRCRD|PRINCIPE DE VERGARA|CALLE|V|111.0|||||MADRID|MADRID|28002.0|1.0|EL VISO|5.0|CHAMARTIN|442402.0|4476815.0|40.43999628922962|-3.6791358909792167|915 644 116|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.679144544198473|40.43998912024421
165|9008|Centro de Salud Prosperidad|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Prosperidad (línea 4), Cartagena (línea 7).  Bus: 72, 43.  Bicimad: Estación 251 (calle Santa Hortensia, 31).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0c1d4b6faa61c010VgnVCM1000000b205a0aRCRD|CANILLAS|CALLE|V|99.0|||||MADRID|MADRID|28002.0|2.0|PROSPERIDAD|5.0|CHAMARTIN|443218.0|4477257.0|40.44402854488707|-3.669560433078036|914 134 313|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6695631298191587|40.44402699670734
166|35956|Centro de Salud Puerta Bonita|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Oporto (líneas 5 y 6), Abrantes (línea 11).   Bus: 247.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7126b3e42751c010VgnVCM2000000c205a0aRCRD|ALEGRIA|CALLE|V|24.0|||||MADRID|MADRID|28025.0|5.0|PUERTA BONITA|11.0|CARABANCHEL|437794.0|4470663.0|40.38424378888346|-3.732869446447037|914 611 195|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.7328724400410342|40.38423737243442
167|174059|Centro de Salud Puerta del Ángel|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Alto de Extremadura (línea 6).  Bus: 31, 33, 36, 39, 65.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfcd14c4d661c010VgnVCM1000000b205a0aRCRD|EXTREMADURA|PASEO|V|113.0|||||MADRID|MADRID|28011.0|2.0|PUERTA DEL ANGEL|10.0|LATINA|437617.0|4473636.0|40.41100721204765|-3.7352606633385914|914 797 414|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.7352488725169373|40.411006227818575
168|9070|Centro de Salud Quince de Mayo|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Marqués de Vadillo (línea 5).  Bus: 118, 119, 34, 35, 50.  Bicimad: Estaciones 212 (glorieta Marqués de Vadillo, 9), 354 (calle Jacinto Verdaguer, 12).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e2d4b6faa61c010VgnVCM1000000b205a0aRCRD|QUINCE DE MAYO|PASEO|V|10.0|||||MADRID|MADRID|28019.0|3.0|SAN ISIDRO|11.0|CARABANCHEL|439073.0|4472153.0|40.397762342001535|-3.7179364946369446|914 696 161|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.717947723881598|40.39775452345311
169|8949|Centro de Salud Rafael Alberti|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Miguel Hernández (línea 1).  Bus: 144, 54, 103, 142, 143, 58.  Bicimad: Estación 435 (calle San Claudio, 154).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=214d4b6faa61c010VgnVCM1000000b205a0aRCRD|SAN CLAUDIO|CALLE|V|154.0|||||MADRID|MADRID|28038.0|4.0|PALOMERAS SURESTE|13.0|PUENTE DE VALLECAS|445757.0|4471100.0|40.38873603947052|-3.639099814383497|913 909 900|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6391004701728935|40.38873062935557
170|8989|Centro de Salud Reina Victoria|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Cuatro Caminos (líneas 1, 2 y 6), Guzmán el Bueno (lineas 6 y 7)  Bus: 127, 45, C2, F, C1, 44.  Bicimad: Estaciones 132 (calle Santa Engracia, 168) y 204 (calle Doctor Santero, 1).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b35d4b6faa61c010VgnVCM1000000b205a0aRCRD|REINA VICTORIA|AVENIDA|V|21.0|||||MADRID|MADRID|28003.0|6.0|VALLEHERMOSO|7.0|CHAMBERI|439993.0|4477597.0|40.446863848770235|-3.707614240882921|915 349 906|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.707621193113015|40.44686335473485
171|8954|Centro de Salud Rejas|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Bus: 77.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59694b6faa61c010VgnVCM1000000b205a0aRCRD|EUTERPE|CALLE|V|12.0|||||MADRID|MADRID|28022.0|6.0|REJAS|20.0|SAN BLAS-CANILLEJAS|449738.0|4477098.0|40.44302295466353|-3.592662679673388|913 202 284|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.5926720373467704|40.44301434707816
172|33524|Centro de Salud San Andrés|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Villaverde Alto (línea 3).  Bus: 79, 22, T41.  Cercanías Renfe: Villaverde Alto (líneas C4, C4b y C5).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0436b3e42751c010VgnVCM2000000c205a0aRCRD|ALBERTO PALACIOS|CALLE|V|22.0|||||MADRID|MADRID|28021.0|1.0|VILLAVERDE ALTO C.H.|17.0|VILLAVERDE|439487.0|4466027.0|40.34260384521802|-3.7124797678602253|917 972 884|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.7124881886901857|40.34259847691838
173|9002|Centro de Salud San Cristóbal|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Bus: 79, 59.    Cercanías Renfe: San Cristóbal de Los Ángeles (línea C3).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=466d4b6faa61c010VgnVCM1000000b205a0aRCRD|BENIMAMET|CALLE|V|24.0|||||MADRID|MADRID|28021.0|2.0|SAN CRISTOBAL|17.0|VILLAVERDE|441811.0|4466065.0|40.34310929883203|-3.6851250708274526|917 955 313|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6851304546992125|40.34310611270748
174|9075|Centro de Salud San Fermín|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: San Fermín-Orcasur (línea 3).  Bus: 123, 23, 78, 18, 22, 59, 79, 85, 86.  Bicimad: Estación 383 (avenida de la Perla, 35).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d87d4b6faa61c010VgnVCM1000000b205a0aRCRD|SAN FERMIN|AVENIDA|V|3.0|||||MADRID|MADRID|28041.0|3.0|SAN FERMIN|12.0|USERA|441179.0|4469206.0|40.37136265943621|-3.6928560674203044|917 923 312|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.692860846705841|40.37135776485263
