Referencia;Tipo_vivienda;Dirección;Barrio;Distrito;Población;Superficie construida;Superficie útil;Superficie solar;Habitaciones;Baños;Planta;Antigüedad;Conservación;Gastos de comunidad;Precio;Precio/m²;PMZona;PMm²Zona;RMP;RMH;Descripción;<img>Url_foto;Url_vivienda ;Coordenadas;Latitude;Longitude
 GM34-181971;Chalet pareado;Conde Orgaz;Hispanoamérica ;Chamartín; Madrid Capital;500;;0;6;5;0;;;;4900;9.8;3396.94;22.37;28233;69670;Gilmar alquila espectacular pareado impecable en el Parque Conde Orgaz, cercano a todos los servicios y muy bien comunicado por metro y autobuses, a escasa distancia de colegios como Liceo Frances, Montessori, Maristas.. . etc y cercano a centros comerciales como el Corte Ingles, zona comercial de la Avenida de Machupichu y Arturo Soria. Pareado muy cómodo y luminoso con amplios ventanales. Altas calidades en su construcción con Suelos de mármol en todas las plantas, persianas eléctricas, intercomunicadores y aire acondicionado en toda la casa. 412 m2 construidos. Cuenta con 5 dormitorios y 6 baños. 1. Planta calle: Jardín con piscina privada, con depuradora nueva y riego por goteo. Entrada principal con amplio salón-comedor con chimenea y con acceso directo a terraza, al jardín privado y a la piscina privada, cocina reformada con diseño en isla central con zona de office y zona para desayuno, baño de invitados. 2. Planta primera: 3 dormitorios y 2 baños, 1 de ellos en suite y dormitorio principal con vestidor. 3. Planta ático: Buhardilla con grandes ventanales 1 dormitorio con 1 baño completo con zona de vestidor. Amplia zona diáfana o de juegos. 4. Planta semisótano: Zona de lavado, Bodega, dormitorio completo con baño completo, zona de servicio y acceso al garaje con capacidad para 4 coches. Calefacción por gas natural, aire acondicionado. Seguridad. Una oportunidad para vivir en la zona residencial urbana más lujosa por excelencia de Madrid. La comunicación es inmejorable, en sus proximidades se pueden encontrar, centros comerciales (Corte Inglés, Hipercor, Arturo Soria Plaza, Plenilunio, etc. ), parques (Juan Carlos I, Juan Pablo II, Quinta Molinos, Marques Suanzes, El Capricho, etc. ), club deportivos (Centro Deportivo los Prunos AQA, Club de Golf Olivar de la Hinojosa, etc. ), colegios (Liceo Francés, San José del Parque -Maristas Colegio Bristol, Santa María de la Hispanidad, Alameda de Osuna, Colegio GAUDEM, Montessori, Dallington School, Nuestra Señora santa María, Nursery School, Patrocinio de María, Santa María de la Hispanidad, Escuela Iraquí de Madrid, Instituto saudí de Madrid, Parque Conde de Orgaz, Ecole Maternelle Française Pomme Dapi, Colegio Brains María Lombillo, etc… En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles de Madrid, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidando al máximo los detalles.;https://fotos.imghs.net/apps/1021/971/1021_181971_1_2023030719160631250.jpg;https://www.pisos.com/alquilar/chalet_pareado-chamartin_hispanoamerica28036-32550522208_102100/;(40.459700749999996, -3.6466621218174904);40.45970075;-3.646662122
 GM34-194160;Chalet;Fuente del Fresno;Ciudalcampo-Fuente del Fresno ;San Sebastián de los Reyes;San Sebastián de los Reyes;426;;2;5;5;0;;;;4500;10.56;3490;11.43;16371;45647;Chalet independiente en fuente del fresno de 426 m² en parcela de 2.040 m² repartido en 2 plantas. Cuenta con 5 dormitorios,5 baños distribución: planta baja: hall, salón con chimenea, comedor independiente, sala de estar con chimenea y salida al porche. Aseo de cortesía, cocina con office y zona de lavandería. Dormitorio de servicio con baño. Garaje con capacidad para un coche y techado para otro. Cuarto de calderas. Primera planta: despacho abierto, tres dormitorios, dos baños, dormitorio principal en suite. Características: carpintería interior: madera lacada carpintería exterior: climalit calefacción: gasoil aire acondicionado;https://fotos.imghs.net/apps/1021/160/1021_194160_1_2024020219160531250.jpg;https://www.pisos.com/alquilar/chalet-ciudalcampo_fuente_del_fresno28708-41762959563_102100/;(40.5933855, -3.5981021);40.5933855;-3.5981021
 XA491-3329;Piso;Chamberí;Vallehermoso ;Chamberí; Madrid Capital;82;;0;4;1;;; En buen estado;;2400;29.27;3441.98;25.93;25275;56281;"ALTOR ASESORES pone a su disposición en alquiler amplia vivienda en una de las zonas más demandadas de la CAPITAL, la vivienda cuenta con cuatro habitaciones y un baño.
Esta vivienda se encuentra en una ubicación ideal para aquellos que buscan estar cerca de servicios y comodidades, ya que está situada en una zona céntrica de la ciudad.
El piso cuenta con una distribución práctica y funcional, lo que lo hace perfecto para familias o personas que necesitan un espacio amplio y confortable. La cocina es espaciosa y está equipada con todos los electrodomésticos necesarios para el día a día.
Además, todas las habitaciones son luminosas y cuentan con espacio suficiente para colocar los muebles necesarios. El baño está equipado con todo lo necesario.
El edificio en el que se encuentra la vivienda dispone de ascensor, lo que facilita el acceso a la misma. También cuenta con portero automático para mayor seguridad.
Opción ideal para aquellos que buscan un hogar amplio, luminoso y cómodo en una ubicación privilegiada. No dudes en contactar con nosotros para concertar una visita y comprobar por ti mismo todas las ventajas que ofrece esta vivienda.";https://fotos.imghs.net/apps/1089/290/1089_XA491-3329A_1_2023072916144931250.jpg;https://www.pisos.com/alquilar/piso-chamberi_vallehermoso28003-33387004415_108900/;(40.4389621, -3.705302);40.4389621;-3.705302
 SA3458-2001/20010001/1631;Piso;Portazgo;Portazgo ;Puente de Vallecas; Madrid Capital;50;;0;2;1;3;;;;920;18.4;1024.26;16.55;10941;28681;"¡ALTA DE SUMINISTROS GRATIS!


Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 3ª planta de un edificio residencial. No dispone de ascensor. Situado en Portazgo en el distrito de Puente de Vallecas.


La vivienda se distribuye en dos dormitorios y , armarios empotrados, salón-comedor, cocina integrada y un baño.. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. Dispone de calefacción.


Se encuentra ubicado en Portazgo al Sureste de Madrid. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público con diversas líneas de autobuses. La parada de metro más cercana es Alto del Arenal y se encuentra a 5 minutos caminando.
En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, tales como, sanitarios, educativos, restaurantes, supermercados, comercios, parques...


Requisitos:
- 1 mes de fianza
- Seguro del hogar a la firma del contrato.
- Antigüedad laboral ininterrumpida superior a un año.
- No aparecer en ningún fichero de morosidad.
- Disponer de una ratio de solvencia* de entre un 33% y 40% dependiendo de la zona.
*Solo se tendrán en cuenta ingresos demostrables para acreditar el ratio";https://fotos.imghs.net/apps/1005/631/1005_2001_20010001_1631_1_2023121308122008507.jpeg;https://www.pisos.com/alquilar/piso-puente_de_vallecas_portazgo28038-40099052450_100500/;(40.3914367, -3.6481261);40.3914367;-3.6481261
 SA5100-2200/22000636/00000131;Ático;Calle del Pintor Ignacio Zuloaga, 2;Sanchinarro ;Hortaleza; Madrid Capital;79;;0;2;1;6;;;;1395;17.66;2890.45;16.94;20500;54316;"Y ahora alquilando con nestar, llévate un 5% de descuento en ikea en el amueblamiento de tu nueva casa. (*sujeto a condiciones)

Urbanización cerrada situada en un barrio joven y consolidado, formada por viviendas de alquiler de 1, 2 y 3 dormitorios. Dispone de piscina, pista de pádel, plaza de garaje, trastero, ascensor, servicio de conserjería, videovigilancia y vigilancia física. Además, cuenta también con bonitas zonas comunes, un jardín y un completo parque infantil, lugar idóneo para disfrutar del buen tiempo junto a los que más quieres.

La urbanización cuenta con gran variedad de servicios a su alrededor, ya que cerca se encuentra el corte inglés, el centro educativo san pablo ceu o el centro sanitario sanitas la moraleja.

Zona muy bien comunicada, próxima a las paradas de autobús de las líneas 172, 174 y n1; a 200 metros de las estaciones de metro álvarez de villamil y antonio saura.

Servicios
- urbanización cerrada
- piscina
- pista de pádel
- gimnasio
- plaza de garaje
- trastero
- servicio de conserjería

Consulte condiciones y disponibilidad. Sin comisiones de agencia.

La vivienda publicada y sus imágenes pueden no corresponderse a la disponibilidad real.

Requisitos
- 1 mes de fianza
- seguro de impago obligatorio.
- seguro de vivienda a la firma de contrato (contenido).
- aportación de contrato de trabajo o similar para acreditar ratio de solvencia.";https://fotos.imghs.net/apps/1005/481/1005_103843481_1_2024020122021362798.jpg;https://www.pisos.com/alquilar/atico-sanchinarro28050-41677033285_100500/;(40.4857345, -3.6519541);40.4857345;-3.6519541
20746563;Piso;Calle de San Antonio, 5;Cuatro Caminos ;Tetuán; Madrid Capital;67;;0;2;1;2; Más de 50 años; En buen estado;;1350;20.15;1950.7;21.77;17026;39991;"NO QUIERO AGENCIAS. De particular a particular.
Solamente para alquiler de LARGA ESTANCIA.
Disponible el 1 de MARZO de 2024.

IMPORTANTE: No se admiten fumadores y el contrato se realizará por un período mínimo de 1 año.
El ASCENSOR, aprobado en el 2022 por la Comunidad, se instalará próximamente.
No especifico el portal.
Por favor, leed el anuncio COMPLETO.

El piso está amueblado, tiene techos altos, mucha luz, y todas las estancias tienen ventana al exterior.
Las 2 habitaciones son amplias. La principal tiene canapé abatible (cama arcón de 150) y, en la otra habitación, la estructura de la cama dispone de 3 cajones amplios. El salón comedor es independiente, el baño tiene bañera y la cocina está completamente equipada (frigorífico combi, lavadora, vitrocerámica, campana extractora, horno y microondas, aparte de los utensilios propios necesarios). Además, tiene un pasillo, con una puerta que separa el salón comedor del resto de estancias, lo cual permite que éstas sean completamente independientes. Aparte de la calefacción de gas natural, dispone también de bomba de frío/calor en el salón comedor y en la habitación principal.
La zona es céntrica y de las mejores comunicadas de Madrid, ya que tiene al alcance muchas líneas de metro, autobuses y cercanías. El piso está a 1min. andando del metro Alvarado y tiene, a 20min. en coche, el aeropuerto.
A su alrededor cuenta con multitud de servicios, gimnasios y una variada oferta de restauración, además de diferentes zonas comerciales y de ocio.
Además, podrá hacer la compra a 200 m. en el mejor mercado de Madrid, el Mercado Maravillas.

Por favor, abstenerse quienes no cumplan las siguientes condiciones o no estén de acuerdo con los requisitos:
- El contrato se realizará por un período mínimo de 1 año.
- No se admiten fumadores.
- Se solicita un mes de fianza + dos meses de aval/depósito y el capital de la parte arrendataria está sujeto a aprobación de solvencia. La renta del alquiler, sumada al resto de gastos de suministros, no debería suponerles más del 35% de sus ingresos.
Para demostrar la solvencia, se piden documentos soporte de ingresos, pensiones, contrato de trabajo, tres últimas nóminas, declaración de IRPF, declaración de IVA trimestral y anual para autónomos, y si fuera necesario, un aval bancario.
- A cargo de la parte arrendadora estarán los gastos de la Comunidad, así como las derramas de la misma, el IBI de la vivienda, el Seguro del Hogar y el Seguro de la Caldera.
- A cargo de la parte arrendataria, será el pago de la renta, “el contrato y pago” de los suministros, la tasa de residuos y las pequeñas reparaciones que exija el desgaste por el uso ordinario de la casa, así como los desperfectos y los posibles daños a terceros que puedan causar los inquilinos.

Se agradece ENORMEMENTE, tras contactarme y recibir mi atención, una mínima respuesta por su parte.";https://fotos.imghs.net/apps/1098/4155795/1098_1_foto_20240122225116567_40886158717.jpg;https://www.pisos.com/alquilar/piso-tetuan_cuatro_caminos28020-40886158717_109800/;(40.4392226, -3.4625715);40.4392226;-3.4625715
 XA491-3634;Piso;Arganzuela;Palos de Moguer ;Arganzuela; Madrid Capital;40;36;0;1;1;;; En buen estado;;1250;31.25;1677.38;22.02;20103;46699;"Piso en alquiler en una ubicación inmejorable, a tan solo 3 minutos andando de la estación de Atocha. Este acogedor apartamento de 40 metros cuadrados se encuentra en la última planta de un edificio con ascensor, lo que garantiza una vivienda silenciosa y sin ruido ambiental.

La distribución de este inmueble es sencilla y adecuada, ofreciendo un espacio bien aprovechado y con gran capacidad de almacenamiento. Está totalmente equipado y amueblado, incluyendo calefacción individual y aire acondicionado para garantizar tu confort en cualquier época del año.

Además de su excelente ubicación cerca de la estación de Atocha, este piso está también cerca del metro y rodeado de una gran oferta cultural. A pocos pasos encontrarás el famoso museo Reina Sofía, el Circo Price y el hermoso parque del Retiro.

 ¡Contáctanos ahora para más información!";https://fotos.imghs.net/apps/1089/340/1089_XA491-3634A_1_2023121316154431250.jpg;https://www.pisos.com/alquilar/piso-palos_de_moguer28045-40091323565_108900/;(40.3969535, -3.6972891);40.3969535;-3.6972891
 GM34-186835;Chalet;Conde Orgaz;Piovera ;Hortaleza; Madrid Capital;242;;348;8;4;0;;;;4500;18.6;2890.45;16.94;20500;54316;Chalet Independiente en Conde Orgaz de 242 m2 en parcela de 348 m2 repartido en 4 plantas. Distribución: Planta calle : hall de entrada, amplio salón comedor con chimenea acceso directo al porche y jardín, 1 habitación, cocina independiente totalmente equipada con electrodomésticos con espacio de desayuno y aseo de cortesía. Primera planta: 4 amplios dormitorios y 2 baños. El dormitorio principal en suite con baño y vestidor. Buhardilla : dos espacios para sala de juegos o habitación, zona de vestidor y un baño. Planta semisótano: dormitorio de servicio con baño, zona lavandería, trastero, acceso al garaje con capacidad para dos coches. Todas las plantas cuidan mucho las vistas, la luz y con pequeñas terrazas que dotan a la vivienda de gran amplitud y comodidad a todas las zonas de la vivienda. La comunicación es inmejorable, en sus proximidades se pueden encontrar, centros comerciales (Corte Inglés, Hipercor, Arturo Soria Plaza, Plenilunio, etc.), parques (Juan Carlos I, Juan Pablo II, Quinta Molinos, Marques Suanzes, El Capricho, etc.), club deportivos (Centro Deportivo los Prunos AQA, Club de Golf Olivar de la Hinojosa, etc.), colegios (Liceo Francés, San José del Parque -Maristas Colegio Bristol, Santa María de la Hispanidad, Alameda de Osuna, Colegio GAUDEM, Montessori, Dallington School, Nuestra Señora santa María, Nursery School, Patrocinio de María, Santa María de la Hispanidad, Escuela Iraquí de Madrid, Instituto saudí de Madrid, Parque Conde de Orgaz, Ecole Maternelle Française Pomme Dapi, Colegio Brains María Lombillo, etc…. Todos los servicios disponibles a pie.;https://fotos.imghs.net/apps/1021/835/1021_186835_1_2023060319153731250.jpg;https://www.pisos.com/alquilar/chalet-piovera28043-35095017640_102100/;(40.459700749999996, -3.6466621218174904);40.45970075;-3.646662122
 XA24-2805-029472;Piso;Fuencarral;Las Tablas ;Fuencarral-El Pardo; Madrid Capital;90;;0;2;2;2;; En buen estado;;1350;15;2535.85;14.31;20671;55125;"Estupendo piso recién pintado en preciosa urbanización de Las Tablas. La vivienda de 90 m2 construidos, esta distribuida en 2 dormitorios y 2 baños completos, uno de ellos en suite. Amplio salón-comedor independiente, cocina amueblada y equipada con todos los electrodomésticos y acceso a terraza tendedero. Calefacción individual de gas natural, aire acondicionado por conductos, armarios empotrados, suelos de parquet, ventanas climalit, exterior y se alquila semiamueblado, como se ve en las fotos. La renta incluye 1 plaza de garaje, trastero y gastos de comunidad. Finca de grandes zonas comunes, vigilancia 24H, piscina, jardines, zona infantil, pista de pádel, pinopon, futbolín, gimnasio y sala común. Estación de Metro Ligero ""Las Tablas"" (ML1), autobuses de la EMT líneas 176 y N24 a 2 minutos a pie. Buena conexión con la M-40 y A-1. No animales.";https://fotos.imghs.net/apps/1089/382/1089_XA24-73382_1_2024021305325731250.jpg;https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_las_tablas28050-41710423193_108900/;(40.4262741, -3.7009067);40.4262741;-3.7009067
 GM34-191504;Piso;Becerril;;Becerril de la Sierra;Becerril de la Sierra;80;;0;3;2;;; En buen estado;;890;11.12;1996.67;7.03;14981;39478;Gilmar alquila piso en Becerril de 80 m2, 3 dormitorios, 2 baños, orientación sur Alquiler de piso céntrico con vistas en Becerril de la Sierra. Gilmar Villalba alquila precioso piso en Becerril de la Sierra de 80 m2, muy céntrico con unas preciosas vistas. Tiene una pequeña terracita. El inmueble se distribuye de la siguiente manera: - Salón-comedor con acceso a terraza con vistas. - Cocina equipada y completamente reformada. - Tres dormitorios que comparten un baño completo y un aseo. Vivienda muy cómoda al estar en el casco urbano . Tiene autobuses muy cerca y se puede ir a los comercios andando. Zona muy tranquila y rodeada de zonas verdes. CARACTERÍSTICAS: Calefacción: Individual Gas Propano Portero automático Estado de conservación: bien;https://fotos.imghs.net/apps/1021/504/1021_191504_1_2023110319160731250.jpg;https://www.pisos.com/alquilar/piso-becerril_de_la_sierra_centro_urbano-39193672407_102100/;(40.4612466, -3.6501524);40.4612466;-3.6501524
 517093-000332;Piso;Calle del Oso;Cortes-Huertas ;Centro; Madrid Capital;53;43;0;1;1;2; Más de 50 años; Reformado; Incluidos;1200;22.64;2787.63;26.98;19199;38360;"Espectacular, reformado a estrenar, amueblado y luminoso piso ubicado en el centro de madrid.

Consta de una habitación con armario y cama con somier, cocina con vitrocerámica, horno, frigorífico, salón con tv 50 "" 4k, muebles en madera maciza, puerta blindada fichet, ventanas kömmerling con máximo aislamiento acústico y térmico, gas natural y calentador.

El barrio de lavapiés es históricamente núcleo autóctono en madrid y generador de un casticismo propio. Está ubicado cerca de la latina y tirso de molina, donde se encuentran teatros, sitios de ocio, bares y teatros.


Maxhouse
Casas excepcionales, clientes excepcionales.";https://fotos.imghs.net/apps/517093/881495866.517093/517093_881495866_1_20200110164859306.jpg;https://www.pisos.com/alquilar/piso-cortes_huertas28012-881495866_517093/;(40.4099584, -3.7041963);40.4099584;-3.7041963
 VE37-0096-00843;Piso;Plaza de la República Dominicana;Hispanoamérica ;Chamartín; Madrid Capital;108;100;0;3;2;;;;;2700;25;3396.94;22.37;28233;69670;"(Visitas a partir del 15 de febrero).
Explora la exclusividad y la elegancia de Madrid, en el codiciado distrito Chamartín, con este excepcional piso reformado a estrenar en Plaza República Dominicana, Bernabéu.

Descubre la curiosa distribución de este hogar de 3 habitaciones, con una doble y dos individuales, junto a 2 baños completos, que incluyen una bañera y una ducha, y un espacio que conecta la cocina/comedor con una sala de estar, brindando comodidad y opciones para cada miembro de la familia.

Esta casa presenta techos altos que realzan la sensación de amplitud y luminosidad. Además, cuenta con varios aparatos de aire acondicionado que garantizan un clima ideal en todas las estaciones.

La finca también ofrece servicios como la atención de un conserje y la comodidad de un amplio ascensor, haciendo tu experiencia diaria más confortable.

Disfruta de una excelente red de transporte público y explora una variada oferta gastronómica y comercial. Ubicado estratégicamente en el distrito Chamartín, este piso se encuentra cerca de prestigiosos colegios, asegurando una educación de calidad para tus hijos. La cercanía al metro Colombia, que conecta con el aeropuerto Adolfo Suárez Madrid-Barajas, y al reconocido Mercado Chamartín, el más prestigioso de la ciudad, añaden un toque de exclusividad a esta casa.

Adicionalmente, el Parque Berlín, un pulmón verde de la ciudad, se encuentra al lado, ofreciendo un oasis tranquilo y hermoso para paseos y actividades al aire libre, proporcionando un equilibrio perfecto entre la vida urbana y la naturaleza.

Este hogar no solo representa una atractiva oportunidad, sino que te invita a experimentar un estilo de vida excepcional en Madrid. Descubre la combinación única de distribución, servicios y ubicación que hacen de esta propiedad una elección ideal.

Con todos estos detalles únicos, este piso se convierte en un refugio de lujo y conveniencia en el corazón de Madrid. Además, cuenta con generoso espacio de almacenaje en el pasillo y en el hall, ofreciendo soluciones prácticas para mantener el orden y la funcionalidad en el día a día. Bienvenidos a la vida de esplendor y comodidad en la vibrante capital española. (ref:0096-00843)";https://fotos.imghs.net/apps/1077/843/1077_0096-00843_1_2024012411220931250.jpg;https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-40883699419_107700/;(40.4586053, -3.6767867846808953);40.4586053;-3.676786785
 GM34-194575;Apartamento;Arroyo Fresno;El Pardo ;Fuencarral-El Pardo; Madrid Capital;112;;0;3;2;;; En buen estado;;2000;17.86;2535.85;14.31;20671;55125;Apartamento en arroyo fresno de 112 m², 3 dormitorios, 2 baños, exterior, muy luminoso y salón independiente características: calefacción: suelo radiante ascensor piscina tenis-padel tendedero portero seguridad 24 h estado de conservación: impecable;https://fotos.imghs.net/apps/1021/575/1021_194575_1_2024021310552631250.jpg;https://www.pisos.com/alquilar/apartamento-fuencarral_el_pardo_el_pardo28049-41735577147_102100/;(40.4855731, -3.7175065);40.4855731;-3.7175065
 SA5100-2201/22010013/2;Piso;Calle de las Islas Caimán, 3;Garena ;Alcalá de Henares; Alcalá de Henares;120;;0;2;2;;;;;1250;10.42;1175;11.13;13809;37487;"Y AHORA ALQUILANDO CON NESTAR, LLÉVATE UN 5% DE DESCUENTO EN IKEA EN EL AMUEBLAMIENTO DE TU NUEVA CASA. (*sujeto a condiciones)

WWW. NESTARHOMES. ES

Te presentamos un nuevo proyecto de obra nueva en alquiler en una ubicación inmejorable, en la zona El Olivar en Alcalá de Henares, con viviendas a estrenar de 1 y 2 dormitorios, donde destacan los espacios al aire libre, para que puedas empezar una nueva vida, adaptada a ti, a tu trabajo, a tu mundo.

La urbanización cuenta con todo lo que necesitas:

- Piscina - Pista de pádel - Conserjería - Área infantil - Amplias zonas verdes - Picnic Area - Área de mascotas - Calistenia

Calidades interiores

- Suelo radiante y refrescante de grés. - Cocina totalmente amueblada y equipada con todos los electrodomésticos - Baños totalmente equipados con mueble, espejo y mampara de ducha. - Todas las viviendas cuentan con terraza. - Además, tenemos espectaculares bajos con jardines desde 40 m2

Instalaciones y servicios respetuosos con el medio ambiente, dejando una muy baja huella de carbono, NESTAR está comprometido con el ahorro energético y económico a la misma vez que vela por el planeta.

Edificio de líneas sencillas, en un nuevo desarrollo urbanístico de la ciudad de Alcalá de Henares, que sin duda se convertirá en una referencia del crecimiento de la ciudad, siendo la zona más demandada por sus amplias avenidas y parques con zonas verdes. Dispone de todos los servicios en sus alrededores, centro de salud y de especialidades, varios colegios públicos y privados, así como la prestigiosa Universidad de Alcalá de Henares en el corazón de la ciudad de Alcalá.

Cuenta con varias zonas comerciales y de restauración a poca distancia, así como una cómoda red de transporte público y fácil acceso a la A2.

Todo ello, con el apoyo de una gran empresa como Nestar, que cuenta con una larga trayectoria en la gestión de viviendas en alquiler y con un gran equipo de profesionales a tu servicio, para que puedas despreocuparte de todo.";https://fotos.imghs.net/apps/1005/045/1005_103854045_1_2024013122015952582.jpg;https://www.pisos.com/alquilar/piso-garena28806-40872024462_100500/;(40.502075, -3.3849835);40.502075;-3.3849835
 XA24-2816-029467;Piso;Getafe Centro;Centro ;Getafe;Getafe;50;;0;1;1;1;; En buen estado;;850;17;1003.85;15.73;14205;36962;Estupendo piso de 55m2 distribuidos en amplio salón comedor independiente con bomba de aire acondicionado f/c , calefacción individual de gas natural, cocina completamente equipada con todos los electrodomesticos y amueblada con acceso a una terraza tendedero, cuarto de baño completo, dormitorio con armarios empotrados bomba de aire acondicionado f/c y acceso a terraza de unos 20m2 privada. La vivienda es exterior muy luminosa, los gastos de comunidad van incluidos en la renta.;https://fotos.imghs.net/apps/1089/373/1089_XA24-73373_1_2024021220064231250.jpg;https://www.pisos.com/alquilar/piso-getafe_distrito_centro28901-41690313617_108900/;(40.3099608, -3.7340092);40.3099608;-3.7340092
 SA5100-2200/22000602/79;Ático;Avenida de Joan Miró, 1;Zona Sureste ;Torrejón de Ardoz;Torrejón de Ardoz;109;;0;3;2;4;;;;1199;11;966.56;13.31;12745;36317;"Urbanización de perfecta ubicación, dotada de viviendas de alquiler de 1, 2,3 y 4 dormitorios, dispone de plazas de garaje, trastero, ascensor, servicio de conserjería y un jardín en las mismas instalaciones.

Se encuentra cerca de multitud se servicios, entre los que destacan el Ayuntamiento, comercios, un cine, restaurantes y variedad de centros educativos y sanitarios, como el Hospital Público de la localidad.

Zona perfectamente comunicada, ya que a escasos metros se encuentran las paradas de autobús correspondiente a la Línea 14, Avenida de la Unión Europea, y las líneas C-2, C-7 y C-8, de Torrejón de Ardoz.

Servicios

•Urbanización cerrada
•Zona infantil
•Plaza de garaje
•Trastero
•Servicio de conserjería

Consulte condiciones y disponibilidad.
Sin comisiones de agencia.

WWW. NESTARHOMES, ES

La vivienda publicada y sus imágenes pueden no corresponderse a la disponibilidad real.

REQUISITOS

•1 mes de fianza
•Seguro de impago obligatorio.
•Seguro de vivienda a la firma de contrato (contenido).
•Aportación de contrato de trabajo o similar para acreditar ratio de solvencia.";https://fotos.imghs.net/apps/1005/510/1005_103918510_1_2024020622021527360.jpg;https://www.pisos.com/alquilar/atico-zona_sureste-41756001686_100500/;(40.4590841, -3.4470464);40.4590841;-3.4470464
 XA24-2814-029152;Piso;San Blas;Rosas ;San Blas-Canillejas; Madrid Capital;120;;0;3;2;6;; En buen estado;;1320;11;1278.57;16.42;15115;39321;"Piso reformado de obra semi-nueva de 110m2, 3 amplios dormitorios, el principal con vestidor, salón comedor de 15m2, cocina de diseño estilo americana completamente amueblada y equipada, terraza tendedero, 2 cuartos de baño completos, uno de ellos en suite, calefacción individual de gas natural, armarios empotrados, ventanas climalit con rotura de puente térmico oscilobatientes, suelos de parquet recién acuchillado, exterior, muy luminoso, con bonitas vistas, se entrega sin amueblar. Gatos de comunidad, plaza de garaje y trastero incluidos en precio de alquiler. Finca con ascensor y vigilancia 24 horas por circuito cerrado de TV.
La vivienda se encuentra en zona residencial muy tranquila, con todos los servicios y comercios cercanos. A 1 minuto caminando de Metro ""Las Rosas"" L2 y ""Parque de Paseo de Ginebra"", además cuenta con línea de autobús EMT: 38-153-N6.
No admite animales.";https://fotos.imghs.net/apps/1089/671/1089_XA24-72671_1_2024011216162231250.jpg;https://www.pisos.com/alquilar/piso-san_blas_rosas28022-40858741369_108900/;(40.4275001, -3.615954);40.4275001;-3.615954
 XA491-3318;Piso;Salamanca;Castellana ;Salamanca; Madrid Capital;60;;0;1;1;;;;;1700;28.33;3886.67;27.61;25956;60217;"Altor Asesores le ofrece esta maravillosa vivienda recién reformada con materiales de primeras marcas con un dormitorio, salón, cocina americana y baño. Está localizada en un enclave único entre las calles de Serrano, Velázquez, Juan Bravo y Diego de León.
El inmueble está ubicado en una segunda planta con ascensor.
La compra de este piso es ideal para inversores ya que está localizado a escasos metros del Instituto de Empresa (IE) por lo que da una alta rentabilidad en alquiler y para parejas.
La vivienda, recién reformada por un prestigioso equipo de arquitectos, está distribuida en:
Dormitorio doble con armario empotrado de dos cuerpos y almacenaje en la parte superior.
Amplio y luminoso salón.
Cocina americana totalmente amueblada y equipada con nevera, lavadora, lavavajillas, microondas, vitrocerámica, campana extractora, etc.
Cuarto de baño completo con ducha.
Todas las estancias cuentan con aire acondicionado y su climatización con bomba de calor.
Suelos de tarima y ventanales aluminio climalit.
El glamuroso Barrio de Salamanca, se caracteriza por ser uno de los barrios de mayor nivel de vida de Europa. Sus grandes avenidas del siglo XIX están repletas de restaurantes de alta cocina, boutique de diseñadores, especialmente en la Milla de Oro. Exclusivos mercados gourmet como el Mercado de la Paz o Platea, al igual que con numerosas atracciones culturales y de ocio.
El apartamento está muy bien localizado ya que cuenta con transporte público a escasos metros (estación de metro de Núñez de Balboa y diversas líneas de autobús que conectan con toda la ciudad). Está rodeado de todo tipo de comercios de primeras necesidades: farmacias, supermercados, bancos, etc.";https://fotos.imghs.net/apps/1089/180/1089_XA491-3318A_1_2024011516174431250.jpg;https://www.pisos.com/alquilar/piso-salamanca_castellana28006-40847399694_108900/;(40.4270451, -3.6806024);40.4270451;-3.6806024
 GM34-181913;Chalet adosado;Conde Orgaz;Valdezarza ;Moncloa-Aravaca; Madrid Capital;420;;0;5;4;0;;;;3600;8.57;2545.3;20.32;24659;63205;Chalet adosado en conde orgaz de 420 m² repartido en planta. Cuenta con 5 dormitorios,4 baños distribución: sótano: cuarto baño garaje para 3 coches planta baja: cocina, ascensor, salon, jardin, aseo primera planta: 3 dormitorios 1 baño segunda planta: 1 baño, dormitorio, solarium características: carpintería interior: oscilobatientes carpintería exterior: climalit calefacción: gas piscina;https://fotos.imghs.net/apps/1021/913/1021_181913_1_2023051919161431250.jpg;https://www.pisos.com/alquilar/chalet_adosado-valdezarza28039-34207467533_102100/;(40.459700749999996, -3.6466621218174904);40.45970075;-3.646662122
